Name,Type,Move Power,Move Time,PP,Duration,Range,Description,Dmg lvl 1,Dmg lvl 5,Dmg lvl 10,Dmg lvl 17
Skill Swap,Psychic,WIS,1 action,3,1 minute,50ft,"You attempt to swap abilities with an opponent for the duration. Select a target in range and force them to make a WIS saving throw against your Move DC. On a failure, choose which abilities to switch for the duration.",,,,
Skull Bash,Normal,STR,"1 action, charge",3,"1 round, Concentration",50ft,"When you use this move, you lower your head and prepare to strike a foe within range. On your next turn’s action, if you keep your concentration, you charge at a creature in range, ignoring your walking speed and any opportunity attacks you may incur. Make a melee attack roll, doing 5d4 + MOVE normal damage on a hit. A creature hit with this attack must succeed on a STR saving throw against your Move DC or be knocked prone.",5d4+Move,3d10+Move,5d8+Move,8d8+Move
Sky Attack,Flying,STR/DEX,"1 action, charge",3,"1 round, Concentration",80ft,"When you use this move, you flap your wings menacingly and prepare to strike a foe within range. On your next turn’s action, if you keep your concentration, you dive at a creature in range, ignoring your flying speed and any opportunity attacks you may incur. Make a melee attack roll, doing 3d8 + MOVE flying damage on a hit.",3d8+Move,5d6+Move,4d12+Move,8d8+Move
Sky Drop,Flying,STR/DEX,1 action,5,"1 round, Concentration",Melee,"You reach out in an attempt to lift an opponent up in the air for a slamming attack. When you activate this move, make a melee attack roll. On a hit, the target is grappled. The target may use its next action to attempt a STR save against your Move DC to get free. If it does not succeed, and you maintain your concentration, you may use your action on your next turn to lift the creature into the air, dropping it to the ground for 2d10 + MOVE flying damage. Flying-type creatures or ones under the effect of ""Levitate"", ""Magnet Rise"" or other similar abilities/moves are not damaged.",2d10+Move,3d8+Move,4d10+Move,7d8+Move
Sky Uppercut,Fighting,DEX,1 action,3,Instantaneous,30ft,"You unleash a devastating uppercutting fist that continues to strike skyward with force. Make a ranged attack roll against an opponent, dealing 2d6 + MOVE fighting damage on a hit. This move can target enemies in the invulnerable stages of Fly, Bounce and Sky Drop, if the opponent used that move within range.",2d6+Move,2d8+Move,4d6+Move,6d6+Move
Slack Off,Normal,None,1 action,5,2 rounds,Self,"You give yourself a break, healing your wounds. When you activate this move, you lose your turn for the next two rounds. At the end of your next turn, regain half of your maximum hit points.",,,,
Slam,Normal,STR,1 action,10,Instantaneous,Melee,"You crush an opponent with a slam attack. Make a melee attack roll against a target, doing 2d6 + MOVE normal damage on a hit.",2d6+Move,2d8+Move,4d6+Move,6d6+Move
Slash,Normal,STR/DEX,1 action,10,Instantaneous,Melee,"You slash out at a creature in range. Make a melee attack, doing 1d12 + MOVE normal damage on a hit. Slash results in a critical hit on 19s and 20s.",1d12+Move,2d8+Move,2d12+Move,6d6+Move
Sleep Powder,Grass,CON,1 action,10,Instantaneous,40ft,"You release a cluster of spores at a creature in range, attempting to put them to sleep. The target must make a WIS saving throw against your Move DC or fall asleep.",,,,
Sleep Talk,Normal,Varies,1 action,5,Varies,Varies,"This move can only be used if you are asleep. While asleep, activate a random move from your move list (not Sleep Talk) that has a move time of ""1 action"".",,,,
Sludge,Poison,DEX/CON,1 action,10,Instantaneous,20ft,"You spew poisonous sludge at an enemy creature in range. Make a ranged attack, doing 1d10 + MOVE poison damage on a hit. The creature must make a CON save against your Move DC or become poisoned.",1d10+Move,2d8+Move,5d4+Move,4d8+Move
Sludge Bomb,Poison,DEX/CON,1 action,5,Instantaneous,40ft,"You hurl a mass of sticky sludge that may poison opponents in its blast. Make a ranged attack roll against a target. On a hit, the target takes 2d8 + MOVE poison damage and the area in a 5 foot radius around it is covered in sludge. Any creature in that area at the beginning of their turn must make a CON save against your Move DC or become poisoned.",2d8+Move,2d10+Move,3d10+Move,4d12+Move
Sludge Wave,Poison,DEX/CON,1 action,5,Instantaneous,30ft,"You send a wave of poisonous sludge at an opponent in range. Make a ranged attack, dealing 2d8 + MOVE poison damage on a hit. On a natural attack roll of 19 or 20, the target is poisoned.",2d8+Move,2d10+Move,3d10+Move,4d12+Move
Smack Down,Rock,STR,1 action,10,Instantaneous,30ft,"You throw a solid piece of stone at an opponent in an attempt to bring them to the ground. Make a ranged attack, dealing 1d8 + MOVE rock damage on a hit. On a hit, any ""raised"" creature (ones with the flying type, ""Levitate"", ""Magnet Rise"", etc. moves) is knocked prone and loses its immunity to ground-type moves until it can move again.",1d8+Move,2d6+Move,4d4+Move,3d10+Move
Smart Strike,Steel,STR/INT,1 action,5,Instantaneous,Melee,"You pinpoint the perfect place to strike an opponent with a horn as strong as steel.  This move is guaranteed to hit for 1d6 + MOVE steel damage, unless during the invulnerable stage of Fly, Dig, Bounce, Dive, etc. moves.",1d6+Move,1d10+Move,2d8+Move,5d4+Move
Smelling Salts,Normal,CON,1 action,5,Instantaneous,15ft,"You procure a handful of strong smelling salt, damaging an opponent's senses. Make a ranged attack against a target, dealing 1d12 + MOVE normal damage on a hit. If the target is paralyzed, double the dice roll for the damage.",1d12+Move,2d8+Move,2d12+Move,6d6+Move
Smog,Poison,CON,1 action,10,1 round,30ft,"You create a fog of poisonous smog in a 15 foot radius, centered on a point within range. Creatures that begin their turn in the area take 1d4 + MOVE poison damage and must succeed on a CON save against your Move DC or become poisoned. The area of smog is considered difficult terrain, and any attacks make from inside it are done at disadvantage. The smog cloud dissipates at the beginning of your next turn.",1d4+Move,1d6+Move,1d8+Move,2d6+Move
Smokescreen,Normal,CON,1 action,10,"1 minute, Concentration",60ft,"You conjure a line of smoke on the battlefield, 60 feet long and 5 feet thick. The area on either side is obscured and imposes disadvantage on any ranged attacks made by a creature targeting another on the opposite side. Any creature inside the wall of smoke, when it is conjured, must make a CON save against your Move DC or become blinded for the duration. A blinded creature can repeat the save at the beginning of its turns to remove the effect on a success.",,,,
Snarl,Dark,WIS/CHA,1 action,10,Instantaneous,30ft,"You release a harsh growl at an opponent, damaging their willpower. Force an opponent to make a WIS save against your Move DC. On a failure, the target takes 1d8 + MOVE dark damage. If you are the target of its next attack, the attack is rolled at disadvantage.",1d8+Move,2d6+Move,4d4+Move,3d10+Move
Snatch,Dark,DEX,1 reaction,5,Instantaneous,30ft,"You call upon dark energy to steal an effect from an opponent. When an opponent in range activates a move with a positive effect on itself (curing negative status effect, boosting stats, healing, etc.), force it to make a WIS save against your Move DC. On a failure, you gain the positive effect and the opponent's move fails.",,,,
Snore,Normal,STR/WIS,1 action,10,instantaneous,50ft,"While you are asleep, you may activate this move to create a harsh noise that damages all creature within range for 1d8 + MOVE normal damage.",1d8+Move,2d6+Move,4d4+Move,3d10+Move
Soak,Water,STR/CON,1 action,10,1 minute,50ft,"You fire a torrent of water at an opponent with such force that it leaves lasting effects. Force a target in range to make a CON save against your Move DC. On a failure, their type changes to water.",,,,
Soft-Boiled,Normal,CON/CHA,1 action,5,Instantaneous,30ft,Heal a creature in range for 2d6 + MOVE hitpoints.,2d6+Move,4d6+Move,6d6+Move,8d6+Move
Solar Beam,Grass,STR/DEX,"1 action, charge",5,"1 round, Concentration",80ft line,"When you use this move, soak in solar energy and prepare to unleash a devastating beam. On your next turn, if you keep your concentration, use an action to create a 80 foot line of solar energy, 5 feet wide. Any creature caught in the line must succeed on a DEX save or take 3d8 + MOVE grass damage on a fail and half as much on a save. If this move in used in harsh sunlight, the damage increases by 2d6.",3d8+Move,5d6+Move,4d12+Move,8d8+Move
Sonic Boom,Normal,STR/DEX,1 action,10,Instantaneous,20ft,"You unleash a deafening sound that harms creature in a 20 foot circle, centered on you. Creatures in range must make a CON save against your Move DC, taking 20 flat damage on a fail.",,,,
Spacial Rend,Dragon,STR/WIS,1 action,3,Instantaneous,50ft,"You release a powerful shockwave that tears through foes and the space around them. All creatures within 50 feet of you must make a CON save against your Move DC, taking 5d6 + MOVE dragon damage on a failure, or half as much on a success. Creatures that fail this save by more than 5 become uncontrollable and are sucked into the Ethereal Plane where they must remain for 1d4 rounds, appearing in the same location when they return.",5d6+Move,4d10+Move,6d10+Move,8d12+Move
Spark,Electric,STR/DEX,1 action,10,Instantaneous,Melee,"You strike out with an electrified tackle with a chance to paralyze a target. Make a melee attack roll against an opponent, doing 1d10 + MOVE electric damage on a hit. If the natural attack roll is 18 or higher, the target is paralyzed.",1d10+Move,2d8+Move,5d4+Move,4d8+Move
Spider Web,Bug,DEX,1 action,5,1 minute,40ft,"You fire a sticky web that attempts to restrain an opponent. Make a ranged attack roll on a target in range. On a hit, the target is covered in web. While covered, it is restrained and cannot flee or be switched out. The target can use an action on its turn to escape with a STR save against your Move DC.",,,,
Spike Cannon,Normal,STR/DEX,1 action,3,Instantaneous,60ft,"You fire a series of sharp spikes at a creature in range. Make a ranged attack roll, doing 1d4 + MOVE normal damage on a hit. After successfully hitting a target, roll a d4. On a result of 3 or 4, you may immediately hit again for an additional 1d4 normal damage. Continue this process until you fail to roll a 3 or 4 on the d4 roll, up to a maximum of four additional hits.",1d4+Move,2d4+Move,1d12+Move,4d4+Move
Spikes,Ground,STR/DEX,1 reaction,5,Instantaneous,80ft,"You set a trap of spikes that hurts creature that come into battle. If a trainer is in range and switches out a creature, you can spend a reaction to make a ranged attack on the incoming creature with spikes that come out of the ground, doing 1d6 + MOVE ground damage on a hit.",1d6+Move,1d10+Move,2d8+Move,5d4+Move
Spiky Shield,Grass,None,1 reaction,3,Instantaneous,Melee,"You quickly raise a spiked shield to protect yourself from damage. When you are hit by a melee attack, use your reaction to ignore damage, dealing grass damage equal to your proficiency modifier to the attacker instead. On future instances of this reaction in the same combat, you must roll higher than a 15 on a d20 roll for the reaction to be successful.",,,,
Spit Up,Normal,CON/DEX,1 action,5,Instantaneous,30ft,"The power of energy stored by Stockpile is released about a foe. Make a ranged attack against an opponent, dealing a base 1d6 + Move normal damage on a hit. The dice roll is doubled if two rounds of energy were Stockpiled. The dice roll is tripled if three rounds of energy were Stockpiled.",1d6+Move,1d12+Move,2d8+Move,4d6+Move
Spite,Ghost,WIS,1 reaction,3,Instantaneous,30ft,"When hit with an attack, you can spend a reaction to attempt to drain the attacker’s PP, if they are in range. Force the attacker to make a WIS save against your Move DC. On a fail, roll a d4. The PP of the move that attacked you is decreased by that number.",1d4,1d6,1d8,1d10
Splash,Normal,None,1 action,20,Instantaneous,Self,"You flail around on the ground, doing no damage and looking ridiculous, but you can leap up to 50 feet in the air.",,,,
Spore,Grass,DEX/WIS,1 reaction,3,Instantaneous,Melee,"When you are hit by a melee attack, you can use your reaction to release a spore that attempts to put your attacker to sleep. The creature must make a WIS save against your Move DC, falling asleep on a fail.",,,,
Spotlight,Normal,DEX/CHA,1 action,3,"1 minute, Concentration",80ft,"You shine a bright light on a creature in range that follows them around the battlefield. The target must make a DEX save against your Move DC. On a fail, attacks against that creature have advantage for the duration.",,,,
Stealth Rock,Rock,STR/DEX,1 reaction,3,Instantaneous,50ft,"You quickly summon a trap of sharp rocks that hurts a creature entering the battle. When a creature is switched into battle, you may use your reaction to make a ranged attack, dealing 1d8 + MOVE rock damage to the incoming creature on a hit.",1d6+Move,1d12+Move,2d8+Move,4d6+Move
Steam Eruption,Water,STR/DEX,1 action,3,Instantaneous,20ft,"You shoot out a cone of intensely hot steam from your body, immersing your foes. Any creature in the are must make a DEX save against your Move DC, taking 3d6 + MOVE water damage on a failure, or half as much on a success. If a target fails the save by 5 or more, it becomes burned.",3d6+Move,3d8+Move,6d6+Move,7d8+Move
Steamroller,Bug,STR,1 action,10,Instantaneous,Melee,"You roll up your body and roll over an opponent. Make a melee attack roll, dealing 1d10 + MOVE bug damage on a hit. If your natural attack roll is 15 or higher, the target flinches.",1d10+Move,2d8+Move,5d4+Move,4d8+Move
Steel Wing,Steel,STR/DEX,1 action,15,Instantaneous,Melee,"You strike a foe hard with outstretched wings. Make a melee attack on  an opponent, doing 1d12 + MOVE steel damage on a hit.",1d12+Move,2d8+Move,2d12+Move,6d6+Move
Sticky Web,Bug,DEX,1 reaction,3,Instantaneous,30ft,"You quickly fire a sticky web at a creature entering the battle. When a creature is switched into battle, you may use your reaction to make a ranged attack on the creature. On a hit, the target is restrained The creature may make a STR save against your Move DC at the beginning of each of its turns to escape the web.",,,,
Stockpile,Normal,None,1 action,10,Instantaneous,Self,"You use your action to store energy for a Spit Up or Swallow move, increasing your defense. Raise your AC by 1 until you use one of those two moves. This move may be stacked a maximum of 3 times before the energy is used.",,,,
Stomp,Normal,STR/DEX,1 action,10,Instantaneous,Melee,"You raise your feet up for a stomp attack. Make a melee attack roll against a target, doing 1d10 + MOVE normal damage on a hit. If the natural attack roll is 18 or more, the target flinches.",1d10+Move,2d8+Move,5d4+Move,4d8+Move
Stone Edge,Rock,STR,1 action,3,Instantaneous,60ft,"The earth moves beneath an enemy’s feet as sharp stone pierce through the ground underneath them. Creatures in a 10 foot radius centered on a point you choose in range must make a DEX save against your MOVE DC, taking 4d4 + MOVE rock damage on a fail, or half as much on a save.",4d4+Move,2d12+Move,4d8+Move,8d6+Move
Stored Power,Psychic,STR/WIS,1 action,5,Instantaneous,30ft,"You use your psychic energy to attack with stored power. Make a ranged attack, dealing 1d6 + MOVE psychic damage on a hit. Add an additional damage dice for each bonus applied to any of your attack, damage, or AC stats. (For example, if you or an ally has activated a move(s) that is currently boosting your AC, attack, and damage rolls by +1, add three additional damage dice.",1d6 + Move,2d6 + Move,3d6 + Move,4d6 + Move
Storm Throw,Fighting,STR,1 action,5,Instantaneous,Melee,"You strike a target with a fierce blow. Make a melee attack on an opponent, dealing 2d10 + MOVE fighting damage on a hit. If a target is immune to the damage from critical hits, halve the damage dealt by this attack.",2d10+Move,3d8+Move,4d10+Move,7d8+Move
Strength,Normal,STR,1 action,10,Instantaneous,Melee,"You strike out at a creature with brute strength. Make a melee attack roll, doing 2d6 + MOVE normal damage on a hit. On a hit, you may also choose to push the creature 5 feet away.",2d6+Move,2d8+Move,4d6+Move,6d6+Move
String Shot,Bug,DEX,1 action,20,1 minute,60ft,"You unleash sticky string at a creature in range, slowing it down. Make a ranged attack roll against a target. On a hit, the target’s speed is reduced by 10 for the duration. The move is stackable to any amount. The target may take an action to attempt to get rid of any string with a STR save against your Move DC. If this reduction in speed causes their speed to be 0, they are restrained.",,,,
Struggle,Typeless,STR/DEX,1 action,Unlimited,Instantaneous,Melee,"This move is known by all Pokémon, and can be used at any time. Make a melee attack roll, doing damage equal to 2 + MOVE typeless damage on a hit.",,,,
Struggle Bug,Bug,STR/DEX,1 reaction,3,instantaneous,Melee,"You resist an attack, fighting back against an opponent. When hit by a melee attack, you may use a reaction to immediately retaliate with an attack roll of your own, dealing 1d6 + MOVE bug damage on a hit.",1d6+Move,1d10+Move,2d8+Move,5d4+Move
Stun Spore,Grass,CON,1 reaction,3,Instantaneous,Melee,"When you are hit by a melee attack, you can use your reaction to release a spore that attempts to stun your attacker. The creature must make a CON save against your Move DC, becoming paralyzed on a fail.",,,,
Submission,Fighting,STR,1 action,10,Instantaneous,Melee,"You attempt a forceful grapple on a target. Make a melee attack, doing 2d6 + MOVE fighting damage on a hit, but taking a quarter of the damage dealt in recoil. On a hit, the target is grappled. As long as the target is grappled on your subsequent turns, this move can be activated again as a bonus action with an automatic hit, dealing 2d6 fighting damage with a quarter of the damage dealt in recoil.",2d6+Move,2d8+Move,4d6+Move,6d6+Move
Substitute,Normal,None,1 action,5,Instantaneous,Self,"You create a duplicate of yourself with a quarter of your current HP (rounded down). This substitute moves with you, has an AC of 1 and takes all damage and status ailments you would normally take until it is destroyed. If the damage done is enough to destroy the substitute, you take the remaining damage.",,,,
Sucker Punch,Dark,STR/DEX,1 reaction,3,Instantaneous,Melee,"You lay in a quick punch before an opponent has a chance to attack. When targeted by a melee attack, you may use your reaction to attempt to strike an opponent before its attack is rolled. Make a melee attack, dealing 1d6 + MOVE dark damage on a hit.",1d6+Move,1d12+Move,2d8+Move,4d6+Move
Sunny Day,Fire,None,1 action,3,5 rounds,Self,You change the weather to harsh sunlight for 5 rounds.,,,,
Super Fang,Normal,STR,1 action,5,Instantaneous,Melee,"You lash out with an incredible fang attack. Make a melee attack, doing 2d6 +MOVE normal damage on a hit. On critical hits, instead of doubling the dice, you can choose to do damage equal to half the target’s current HP (up to a maximum of 5x your level)..",2d6+Move,2d8+Move,4d6+Move,6d6+Move
Superpower,Fighting,STR/DEX,1 action,3,Instantaneous,Melee,"You strike a foe with incredible power - but with great power comes great responsibility. Make a melee attack against an opponent, dealing 4d6 + MOVE fighting damage on a hit. This move exhausts you, and your STR and DEX ability scores are set to 10 while you remain in battle.",4d6+Move,5d6+Move,6d8+Move,6d12+Move
Supersonic,Normal,DEX/WIS,1 action,10,Instantaneous,80ft,You emit a high pitched screech heard only by the target. Choose a target in range. The target must pass a WIS saving throw against your Move DC or become confused.,,,,
Surf,Water,STR/DEX,1 action,10,Instantaneous,30ft cone,"You create a powerful wave that crashes down on an opponent in a 30ft cone, centered on you. Any creature caught in the blast must make a DEX saving throw, taking 2d8 + MOVE water damage and falling prone on a failure, or half as much without falling prone on a success.",2d8+Move,2d10+Move,3d10+Move,4d12+Move
Swagger,Normal,WIS/CHA,1 action,10,Instantaneous,40ft,"Force a target in range to make a WIS save against your Move DC. On a fail, the target is confused, but it adds +2 to its attack rolls while confused.",,,,
Swallow,Normal,CON,1 action,5,Instantaneous,Self,"You absorb your Stockpiled energy to heal your wounds. When activated after using Stockpile, regain a base 1d6 + Move hit points. The dice roll is doubled if two rounds of energy were Stockpiled. The dice roll is tripled if three rounds of energy were Stockpiled.",1d6+Move,1d12+Move,2d8+Move,4d6+Move
Sweet Kiss,Fairy,WIS/CHA,1 action,10,Instantaneous,Melee,"You lay a kiss on an opponent, attempting to confuse them. The target must make an INT saving throw against your Move DC or become confused.",,,,
Sweet Scent,Normal,CON/CHA,1 action,10,Instantaneous,30ft,"You release a sweet smell directed at a target in range. The target must make a CHA save against your Move DC. On a fail, you have advantage on your next two attacks against that target.",,,,
Swift,Normal,None,1 action,10,Instantaneous,100ft,"You fire two projectiles at any creature you choose in range. They do not have to target the same creature. Each hit for 1d4 normal damage. This move also targets creature during the invulnerable stages of Dig, Fly, Bounce, etc.",2x1d4,3x1d4,5x1d4,6x1d4
Switcheroo,Dark,DEX,1 action,10,Instantaneous,Melee,"Your hands move with incredible speed as you attempt to switch held items with an opponent. Force an opponent to make a DEX save against your Move DC. On a failure, you take their held item and replace it with your own. If you do not have a held item, you simply take theirs without replacement.",,,,
Swords Dance,Normal,None,1 action,5,"1 minute, concentration",Self,"When you activate this move, two swords appear and dance around you, increasing your AC by +1 for each sword. As a bonus action on a future turn, you can drop out of concentration to send the swords at an enemy creature within 30 feet of you, making two ranged attack rolls, doing 1d6 normal damage on each hit.",2x1d6+Move,2x1d6+Move,3x1d6+Move,4x1d6+Move
Synchronoise,Psychic,WIS/CHA,1 action,5,Instantaneous,20ft circle,"You emit a strange soundwave that only damages creature that share a type with you. Any creature within a 20ft circle that shares at least one of your types must make a CON save against your Move DC, taking 2d10 + MOVE psychic damage on a failure, or half as much on a success.",2d10+Move,3d8+Move,4d10+Move,7d8+Move
Synthesis,Grass,CON,1 action,3,Instantaneous,Self,"You regenerate from the inside, healing some of your wounds. Heal yourself for 2d6 + MOVE hit points.",2d6+Move,4d6+Move,6d6+Move,8d6+Move
Tackle,Normal,STR/DEX,1 action,20,Instantaneous,Melee,"You rush forward and slam into an opponent. Make a melee attack roll against a target, doing 1d6 + MOVE normal damage on a hit.",1d6+Move,1d10+Move,2d8+Move,5d4+Move
Tail Glow,Bug,None,1 action,10,"1 minute, Concentration",Self,"Your tail emits a flash of light, boosting your attack. For the duration, double your STAB damage.",,,,
Tail Slap,Normal,STR/DEX,1 action,5,Instantaneous,Melee,"You strike out against an opponent with a quick-hitting, hard tail. Make a melee attack roll, doing 1d4 + MOVE normal damage on a hit. After successfully hitting a target, roll a d4. On a result of 3 or 4, you may immediately hit again for an additional 1d4 normal damage. Continue this process until you fail to roll a 3 or 4 on the d4 roll, up to a maximum of four additional hits.",1d4+Move,2d4+Move,1d12+Move,4d4+Move
Tail Whip,Normal,CHA/DEX,1 action,15,1 minute,100ft,"You shake your tail at a targetn, distracting it and opening up its defenses. The creature must make a WIS save against your Move DC. On a fail, allies add +1 to any attack they target it with for the duration. This modifier can be stacked if it fails multiple tail whip saves, up to a maximum of +5.",,,,
Tailwind,Flying,None,1 action,3,"1 minute, Concentration",30ft circle,"You whip up a turbulent whirlwind that boosts the speed of you and all allies in a 30 foot circle, centered on you. The wind only follows you and your allies, and doubles their movement speed for the duration.",,,,
Take Down,Normal,STR,1 action,10,Instantaneous,Melee,"You sacrifice your own position to take down an opponent. Roll a melee attack roll. On a hit, you deal 2d8 + MOVE normal damage, taking a quarter of the total damage (rounded down) in recoil.",2d8+Move,2d10+Move,3d10+Move,4d12+Move
Taunt,Dark,WIS/CHA,1 action,10,"1 minute, Concentration",40ft,"You taunt an opponent to only attack you with damaging attacks. Choose a target in range and force it to make a WIS saving throw against your Move DC. On a failure, the target can only use damaging attacks that target you for the duration.",,,,
Techno Blast,Normal,STR/DEX,1 action,3,Instantaneous,40ft line,"You fire a powerful beam of pure light. The line is 40 feet long and 5 feet wide, and all creatues caught in the blast must make a DEX save against your Move DC, taking 2d10 + MOVE damage on a failure, or half as much on a success. The damage type is dependant on the Drive the user holds. (Burn Drive - Fire, Chill Drive - Ice, Douse Drive - Water, Shock Drive - Electric)",2d10+Move,3d8+Move,4d10+Move,7d8+Move
Teeter Dance,Normal,WIS/CHA,1 action,10,Instantaneous,20ft,"You start to perform a difficult dance, confusing all creatures in range. Creatures in a 20 foot circle around you must make a WIS save against your Move DC, becoming confused on a fail.",,,,
Telekinesis,Psychic,WIS/INT,1 action,3,"3 rounds, Concentration",20ft,"You use your psychic power to attempt to hold a create above the ground, making in vulnerable to attacks. Force a creature in range to make a CON save against your Move DC. On a failure, the creature is grappled an restrained for the duration, unable to release itself as long as you hold your concentration.",,,,
Teleport,Psychic,None,1 action,10,Instantaneous,40ft,"You disappear from view and reappear at an unoccupied point within range. In wild creature battles, this move can be activated to automatically count as a single success in a group DEX check to run away.",,,,
Thief,Dark,DEX,1 action,15,Instantaneous,Melee,"You lash out with a quick attack that may steal an opponent’s held item. Make a melee attack against an opponent, doing 1d10 + MOVE dark damage on a hit. If the user does not have an item held, the target must make a DEX save against your Move DC or have their item stolen by the user.",1d10+Move,2d8+Move,5d4+Move,4d8+Move
Thousand Arrows,Ground,DEX/WIS,1 action,5,Instataneouus,100ft,"You summon forth a volley of green arrows to pierce your foes. All creatures in a 30 ft radius, centered on a point within range, must make a DEX save against your Move DC, taking 2d8 + MOVE ground damage on a hit, or half as much on a save. Flying-type creatures or ones withe Levitate, Magnet Rise, or similar ability CAN be hit by this move. Any creature that fails the saving throw falls to the ground and is now ""grounded"". Grounded creatures are susceptible to to ground-type moves until they raise up, regardless of their type or ability.",2d8+Move,2d10+Move,3d10+Move,4d12+Move
Thousand Waves,Ground,DEX/WIS,1 action,5,Instantaneous,100ft,"A wave of green energy courses through the battlefield in a 60 foot cone, centered on you. Any creature caught in the wave must make a DEX save against your Move DC, taking 2d8 + MOVE ground damage on a failure, or half as much on a success. Any creature that fails the saving throw cannot flee or be switched out as long as you remain in battle.",2d8+Move,2d10+Move,3d10+Move,4d12+Move
Thrash,Normal,STR,1 action,5,Instantaneous,Melee,"You thrash about wildly, doing several attacks without control. Make a melee attack roll, doing 1d10 + MOVE normal damage on a hit. After successfully hitting a target, roll a d4. On a result of 3 or 4, you may immediately hit again for an additional 1d10 normal damage. Continue this process until you fail to roll a 3 or 4 on the d4 roll, up to a maximum of two additional hits. At the end of this attack, you become confused.",1d10+Move,2d8+Move,2d10+Move,4d6+Move
Thunder,Electric,STR/DEX,1 action,5,Instantaneous,20ft,"Powerful electric energy arcs out from you, hitting any creature in a 20 foot radius, centered on you. Creatures caught in the area must make a DEX save against your Move DC, taking 3d6 + MOVE electric damage on a fail, and half as much on a success. Creatures that fail the saving throw by 5 or more become paralyzed.",3d6+Move,3d8+Move,6d6+Move,7d8+Move
Thunder Fang,Electric,STR/DEX,1 action,10,Instantaneous,Melee,"You attempt to pierce an opponent with electric fangs. Make a melee attack, dealing 1d10 + MOVE electric damage on a hit. On a natural attack roll of 19 or 20, the target is paralyzed and flinches.",1d10+Move,2d8+Move,5d4+Move,4d8+Move
Thunder Punch,Electric,STR/DEX,1 action,10,Instantaneous,Melee,"Your punches are imbued with electric energy. Make a melee attack on a target, doing 1d12 + MOVE electric damage on a hit. On a natural attack roll of 19 or 20, the target is paralyzed.",1d12+Move,2d8+Move,2d12+Move,6d6+Move
Thunder Shock,Electric,STR/DEX,1 action,15,Instantaneous,20ft,"You deliver an electric shock to a target in range. Make a ranged attack, doing 1d6 + MOVE electric damage on a hit.",1d6+Move,1d12+Move,2d8+Move,4d6+Move
Thunder Wave,Electric,STR/DEX,1 action,10,Instantaneous,60ft,You send a wave of electric energy that surrounds a creature in range. The target must make a CON save against your Move DC or become paralyzed.,,,,
Thunderbolt,Electric,STR/DEX,1 action,10,Instantaneous,60ft,"You send a powerful bolt of electricity at a target in range. Make a ranged attack roll, doing 2d8 + MOVE electric damage on a hit. On a natural attack roll of 19 or 20, the target is paralyzed.",2d8+Move,2d10+Move,3d10+Move,4d12+Move
Tickle,Normal,DEX,1 bonus action,10,Instantaneous,Melee,"You turn your melee attack into a playful tickle. As a bonus action at the end of a turn in which you used a melee attack, force an opponent to make a CON saving throw against your Move DC. On a failure, the target flinches.",,,,
Topsy-Turvy,Dark,WIS,1 action,10,Instantaneous,30ft,"You unleash a dark energy that has the power to reverse the stat changes of an opponent. Force a creature in range to make a CHA save against your Move DC. On a failure, any stat changes (-1 to attack, +2 to AC, etc.) currently affecting the target have the opposite effect.",,,,
Torment,Dark,DEX/WIS,1 reaction,3,Instantaneous,30ft,"You send a dark energy to torment an opponent in range that attacks you. When hit by a melee or ranged attack, force the opponent to make a WIS saving throw against your Move DC. On a failure, the opponent cannot use the same move that hit you on its next turn.",,,,
Toxic,Poison,CON,1 action,5,Instantaneous,30ft,"You send a downpour of potent, poisonous rain in a 5 foot radius, centered on a point within range. Targets in the area must make a CON save against your MOVE DC or become poisoned. Creatures poisoned by this move take double the normal poison damage.",,,,
Toxic Spikes,Poison,CON/DEX,1 reaction,3,Instantaneous,50ft,"You quickly summon a trap of poisonous spikes around an opponent that enters the battle. When a creature is switched into battle, you may use your reaction to force an opponent to make a CON save against your Move DC, becoming poisoned on a failure.",,,,
Transform,Normal,None,1 action,5,"1 minute, Concentration",50ft,"You attempt to morph into a near-exact copy of a creature in range, as long as the base SR of the target is able to be controlled by your trainer. For the duration, you copy all of the target's stats and current moves, keeping your own HP and level.",,,,
Tri Attack,Normal,STR/DEX,1 action,5,Instantaneous,30ft cone,"You strike with a simultaneous three-beam attack. Each creature in a 30 foot cone, centered on you, must make a DEX save against your Move DC, taking 2d6 + MOVE normal damage on a fail, and half as much on a success. Targets that fail the save by more than 5 must roll a d4, gaining the status condition as follows: 1. The target becomes burned. 2. The target becomes frozen. 3. The target becomes paralyzed. 4. Must reroll until any number other than 4 appears.",2d6+Move,2d8+Move,4d6+Move,6d6+Move
Trick,Psychic,WIS,1 action,5,Instantaneous,Melee,"You move quickly to attempt to swap held items with an opponent. Make a melee attack roll against an opponent, swapping held items with them on a hit.",,,,
Trick Room,Psychic,None,1 action,3,Instantaneous,Self,"The world around you seems to spin for a moment, and the whole battlefield is hit with a bizarre feeling. Starting at the beginning of the next round of combat after you activate this move, the initiative order is permanently reversed.",,,,
Trick-or-Treat,Ghost,WIS/CHA,1 action,5,3 rounds,30ft,"You attempt to scare the spirit right out of a creature in range. Force an opponent in range to make a CHA save against your Move DC. On a failure, its type is changed to Ghost for the duration.",,,,
